time[d],date,hour,sub116 [mg/l],sub178 [mg/l]
342,1981-12-09,00:00:00.00,0,0
343,1981-12-10,00:00:00.00,0,0
344,1981-12-11,00:00:00.00,0,0
345,1981-12-12,00:00:00.00,0,0
346,1981-12-13,00:00:00.00,0,0
347,1981-12-14,00:00:00.00,0,0
348,1981-12-15,00:00:00.00,0,0
349,1981-12-16,00:00:00.00,0,0
350,1981-12-17,00:00:00.00,0,0
351,1981-12-18,00:00:00.00,0,0
352,1981-12-19,00:00:00.00,0,0
353,1981-12-20,00:00:00.00,0,0
354,1981-12-21,00:00:00.00,0,0
355,1981-12-22,00:00:00.00,0,0
356,1981-12-23,00:00:00.00,0,0
357,1981-12-24,00:00:00.00,0,0
358,1981-12-25,00:00:00.00,0,0
359,1981-12-26,00:00:00.00,0,0
360,1981-12-27,00:00:00.00,0,0
361,1981-12-28,00:00:00.00,0,0
362,1981-12-29,00:00:00.00,0,0
363,1981-12-30,00:00:00.00,0,0
364,1981-12-31,00:00:00.00,0,0
365,1982-01-01,00:00:00.00,0,0
366,1982-01-02,00:00:00.00,0,0
367,1982-01-03,00:00:00.00,0,0
368,1982-01-04,00:00:00.00,0,0
369,1982-01-05,00:00:00.00,0,0
370,1982-01-06,00:00:00.00,0,0
371,1982-01-07,00:00:00.00,0,0
372,1982-01-08,00:00:00.00,0,0
373,1982-01-09,00:00:00.00,0,0
374,1982-01-10,00:00:00.00,0,0
375,1982-01-11,00:00:00.00,0,0
376,1982-01-12,00:00:00.00,0,0
377,1982-01-13,00:00:00.00,0,0
378,1982-01-14,00:00:00.00,0,0
379,1982-01-15,00:00:00.00,0,0
380,1982-01-16,00:00:00.00,0,0
381,1982-01-17,00:00:00.00,0,0
382,1982-01-18,00:00:00.00,0,0
383,1982-01-19,00:00:00.00,0,0
384,1982-01-20,00:00:00.00,0,0
385,1982-01-21,00:00:00.00,0,0
386,1982-01-22,00:00:00.00,0,0
387,1982-01-23,00:00:00.00,0,0
388,1982-01-24,00:00:00.00,0,0
389,1982-01-25,00:00:00.00,0,0
390,1982-01-26,00:00:00.00,0,0
391,1982-01-27,00:00:00.00,0,0
392,1982-01-28,00:00:00.00,0,0
393,1982-01-29,00:00:00.00,0,0
394,1982-01-30,00:00:00.00,0,0
395,1982-01-31,00:00:00.00,0,0
396,1982-02-01,00:00:00.00,0,0
397,1982-02-02,00:00:00.00,0,0
398,1982-02-03,00:00:00.00,0,0
399,1982-02-04,00:00:00.00,0,0
400,1982-02-05,00:00:00.00,0,0
401,1982-02-06,00:00:00.00,0,0
402,1982-02-07,00:00:00.00,0,0
403,1982-02-08,00:00:00.00,0,0
404,1982-02-09,00:00:00.00,0,0
405,1982-02-10,00:00:00.00,0,0
406,1982-02-11,00:00:00.00,0,0
407,1982-02-12,00:00:00.00,0,0
408,1982-02-13,00:00:00.00,0,0
409,1982-02-14,00:00:00.00,0,0
410,1982-02-15,00:00:00.00,0,0
411,1982-02-16,00:00:00.00,0,0
412,1982-02-17,00:00:00.00,0,0
413,1982-02-18,00:00:00.00,0,0
414,1982-02-19,00:00:00.00,0,0
415,1982-02-20,00:00:00.00,0,0
416,1982-02-21,00:00:00.00,0,0
417,1982-02-22,00:00:00.00,0,0
418,1982-02-23,00:00:00.00,0,0
419,1982-02-24,00:00:00.00,0,0
420,1982-02-25,00:00:00.00,0,0
421,1982-02-26,00:00:00.00,0,0
422,1982-02-27,00:00:00.00,0,0
423,1982-02-28,00:00:00.00,0,0
424,1982-03-01,00:00:00.00,0,0
425,1982-03-02,00:00:00.00,0,0
426,1982-03-03,00:00:00.00,0,0
427,1982-03-04,00:00:00.00,0,0
428,1982-03-05,00:00:00.00,0,0
429,1982-03-06,00:00:00.00,0,0
430,1982-03-07,00:00:00.00,0,0
431,1982-03-08,00:00:00.00,0,0
432,1982-03-09,00:00:00.00,0,0
433,1982-03-10,00:00:00.00,0,0
434,1982-03-11,00:00:00.00,0,0
435,1982-03-12,00:00:00.00,0,0
436,1982-03-13,00:00:00.00,0,0
437,1982-03-14,00:00:00.00,0,0
438,1982-03-15,00:00:00.00,0,0
439,1982-03-16,00:00:00.00,0,0
440,1982-03-17,00:00:00.00,0,0
441,1982-03-18,00:00:00.00,0,0
442,1982-03-19,00:00:00.00,0,0
443,1982-03-20,00:00:00.00,0,0
444,1982-03-21,00:00:00.00,0,0
445,1982-03-22,00:00:00.00,0,0
446,1982-03-23,00:00:00.00,0,0
447,1982-03-24,00:00:00.00,0,0
448,1982-03-25,00:00:00.00,0,0
449,1982-03-26,00:00:00.00,0,0
450,1982-03-27,00:00:00.00,0,0
451,1982-03-28,00:00:00.00,0,0
452,1982-03-29,00:00:00.00,0,0
453,1982-03-30,00:00:00.00,0,0
454,1982-03-31,00:00:00.00,0,0
455,1982-04-01,00:00:00.00,0,0
456,1982-04-02,00:00:00.00,0,0
457,1982-04-03,00:00:00.00,0,0
458,1982-04-04,00:00:00.00,0,0
459,1982-04-05,00:00:00.00,0,0
460,1982-04-06,00:00:00.00,0,0
461,1982-04-07,00:00:00.00,0,0
462,1982-04-08,00:00:00.00,0,0
463,1982-04-09,00:00:00.00,0,0
464,1982-04-10,00:00:00.00,0,0
465,1982-04-11,00:00:00.00,0,0
466,1982-04-12,00:00:00.00,0,0
467,1982-04-13,00:00:00.00,0,0
468,1982-04-14,00:00:00.00,0,0
469,1982-04-15,00:00:00.00,0,0
470,1982-04-16,00:00:00.00,0,0
471,1982-04-17,00:00:00.00,0,0
472,1982-04-18,00:00:00.00,0,0
473,1982-04-19,00:00:00.00,0,0
474,1982-04-20,00:00:00.00,0,0
475,1982-04-21,00:00:00.00,0,0
476,1982-04-22,00:00:00.00,0,0
477,1982-04-23,00:00:00.00,0,0
478,1982-04-24,00:00:00.00,0,0
479,1982-04-25,00:00:00.00,0,0
480,1982-04-26,00:00:00.00,0,0
481,1982-04-27,00:00:00.00,0,0
482,1982-04-28,00:00:00.00,0,0
483,1982-04-29,00:00:00.00,0,0
484,1982-04-30,00:00:00.00,0,0
485,1982-05-01,00:00:00.00,0,0
486,1982-05-02,00:00:00.00,0,0
487,1982-05-03,00:00:00.00,0,0
488,1982-05-04,00:00:00.00,0,0
489,1982-05-05,00:00:00.00,0,0
490,1982-05-06,00:00:00.00,0,0
491,1982-05-07,00:00:00.00,0,0
492,1982-05-08,00:00:00.00,0,0
493,1982-05-09,00:00:00.00,0,0
494,1982-05-10,00:00:00.00,0,0
495,1982-05-11,00:00:00.00,0,0
496,1982-05-12,00:00:00.00,0,0
497,1982-05-13,00:00:00.00,0,0
498,1982-05-14,00:00:00.00,0,0
499,1982-05-15,00:00:00.00,0,0
500,1982-05-16,00:00:00.00,0,0
501,1982-05-17,00:00:00.00,0,0
502,1982-05-18,00:00:00.00,0,0
503,1982-05-19,00:00:00.00,0,0
504,1982-05-20,00:00:00.00,0,0
505,1982-05-21,00:00:00.00,0,0
506,1982-05-22,00:00:00.00,0,0
507,1982-05-23,00:00:00.00,0,0
508,1982-05-24,00:00:00.00,0,0
509,1982-05-25,00:00:00.00,0,0
510,1982-05-26,00:00:00.00,0,0
511,1982-05-27,00:00:00.00,0,0
512,1982-05-28,00:00:00.00,0,0
513,1982-05-29,00:00:00.00,0,0
514,1982-05-30,00:00:00.00,0,0
515,1982-05-31,00:00:00.00,0,0
516,1982-06-01,00:00:00.00,0,0
517,1982-06-02,00:00:00.00,0,0
518,1982-06-03,00:00:00.00,0,0
519,1982-06-04,00:00:00.00,0,0
520,1982-06-05,00:00:00.00,0,0
521,1982-06-06,00:00:00.00,0,0
522,1982-06-07,00:00:00.00,0,0
523,1982-06-08,00:00:00.00,0,0
524,1982-06-09,00:00:00.00,0,0
525,1982-06-10,00:00:00.00,0,0
526,1982-06-11,00:00:00.00,0,0
527,1982-06-12,00:00:00.00,0,0
528,1982-06-13,00:00:00.00,0,0
529,1982-06-14,00:00:00.00,0,0
530,1982-06-15,00:00:00.00,0,0
531,1982-06-16,00:00:00.00,0,0
532,1982-06-17,00:00:00.00,0,0
533,1982-06-18,00:00:00.00,0,0
534,1982-06-19,00:00:00.00,0,0
535,1982-06-20,00:00:00.00,0,0
536,1982-06-21,00:00:00.00,0,0
537,1982-06-22,00:00:00.00,0,0
538,1982-06-23,00:00:00.00,0,0
539,1982-06-24,00:00:00.00,0,0
540,1982-06-25,00:00:00.00,0,0
541,1982-06-26,00:00:00.00,0,0
542,1982-06-27,00:00:00.00,0,0
543,1982-06-28,00:00:00.00,0,0
544,1982-06-29,00:00:00.00,0,0
545,1982-06-30,00:00:00.00,0,0
546,1982-07-01,00:00:00.00,0,0
547,1982-07-02,00:00:00.00,0,0
548,1982-07-03,00:00:00.00,0,0
549,1982-07-04,00:00:00.00,0,0
550,1982-07-05,00:00:00.00,0,0
551,1982-07-06,00:00:00.00,0,0
552,1982-07-07,00:00:00.00,0,0
553,1982-07-08,00:00:00.00,0,0
554,1982-07-09,00:00:00.00,0,0
555,1982-07-10,00:00:00.00,0,0
556,1982-07-11,00:00:00.00,0,0
557,1982-07-12,00:00:00.00,0,0
558,1982-07-13,00:00:00.00,0,0
559,1982-07-14,00:00:00.00,0,0
560,1982-07-15,00:00:00.00,0,0
561,1982-07-16,00:00:00.00,0,0
562,1982-07-17,00:00:00.00,0,0
563,1982-07-18,00:00:00.00,0,0
564,1982-07-19,00:00:00.00,0,0
565,1982-07-20,00:00:00.00,0,0
566,1982-07-21,00:00:00.00,0,0
567,1982-07-22,00:00:00.00,0,0
568,1982-07-23,00:00:00.00,0,0
569,1982-07-24,00:00:00.00,0,0
570,1982-07-25,00:00:00.00,0,0
571,1982-07-26,00:00:00.00,0,0
572,1982-07-27,00:00:00.00,0,0
573,1982-07-28,00:00:00.00,0,0
574,1982-07-29,00:00:00.00,0,0
575,1982-07-30,00:00:00.00,0,0
576,1982-07-31,00:00:00.00,0,0
577,1982-08-01,00:00:00.00,0,0
578,1982-08-02,00:00:00.00,0,0
579,1982-08-03,00:00:00.00,0,0
580,1982-08-04,00:00:00.00,0,0
581,1982-08-05,00:00:00.00,0,0
582,1982-08-06,00:00:00.00,0,0
583,1982-08-07,00:00:00.00,0,0
584,1982-08-08,00:00:00.00,0,0
585,1982-08-09,00:00:00.00,0,0
586,1982-08-10,00:00:00.00,0,0
587,1982-08-11,00:00:00.00,0,0
588,1982-08-12,00:00:00.00,0,0
589,1982-08-13,00:00:00.00,0,0
590,1982-08-14,00:00:00.00,0,0
591,1982-08-15,00:00:00.00,0,0
592,1982-08-16,00:00:00.00,0,0
593,1982-08-17,00:00:00.00,0,0
594,1982-08-18,00:00:00.00,0,0
595,1982-08-19,00:00:00.00,0,0
596,1982-08-20,00:00:00.00,0,0
597,1982-08-21,00:00:00.00,0,0
598,1982-08-22,00:00:00.00,0,0
599,1982-08-23,00:00:00.00,0,0
600,1982-08-24,00:00:00.00,0,0
601,1982-08-25,00:00:00.00,0,0
602,1982-08-26,00:00:00.00,0,0
603,1982-08-27,00:00:00.00,0,0
604,1982-08-28,00:00:00.00,0,0
605,1982-08-29,00:00:00.00,0,0
606,1982-08-30,00:00:00.00,0,0
607,1982-08-31,00:00:00.00,0,0
608,1982-09-01,00:00:00.00,0,0
609,1982-09-02,00:00:00.00,0,0
610,1982-09-03,00:00:00.00,0,0
611,1982-09-04,00:00:00.00,0,0
612,1982-09-05,00:00:00.00,0,0
613,1982-09-06,00:00:00.00,0,0
614,1982-09-07,00:00:00.00,0,0
615,1982-09-08,00:00:00.00,0,0
616,1982-09-09,00:00:00.00,0,0
617,1982-09-10,00:00:00.00,0,0
618,1982-09-11,00:00:00.00,0,0
619,1982-09-12,00:00:00.00,0,0
620,1982-09-13,00:00:00.00,0,0
621,1982-09-14,00:00:00.00,0,0
622,1982-09-15,00:00:00.00,0,0
623,1982-09-16,00:00:00.00,0,0
624,1982-09-17,00:00:00.00,0,0
625,1982-09-18,00:00:00.00,0,0
626,1982-09-19,00:00:00.00,0,0
627,1982-09-20,00:00:00.00,0,0
628,1982-09-21,00:00:00.00,0,0
629,1982-09-22,00:00:00.00,0,0
630,1982-09-23,00:00:00.00,0,0
631,1982-09-24,00:00:00.00,0,0
632,1982-09-25,00:00:00.00,0,0
633,1982-09-26,00:00:00.00,0,0
634,1982-09-27,00:00:00.00,0,0
635,1982-09-28,00:00:00.00,0,0
636,1982-09-29,00:00:00.00,0,0
637,1982-09-30,00:00:00.00,0,0
638,1982-10-01,00:00:00.00,0,0
639,1982-10-02,00:00:00.00,0,0
640,1982-10-03,00:00:00.00,0,0
641,1982-10-04,00:00:00.00,0,0
642,1982-10-05,00:00:00.00,0,0
643,1982-10-06,00:00:00.00,0,0
644,1982-10-07,00:00:00.00,0,0
645,1982-10-08,00:00:00.00,0,0
646,1982-10-09,00:00:00.00,0,0
647,1982-10-10,00:00:00.00,0,0
648,1982-10-11,00:00:00.00,0,0
649,1982-10-12,00:00:00.00,0,0
650,1982-10-13,00:00:00.00,0,0
651,1982-10-14,00:00:00.00,0,0
652,1982-10-15,00:00:00.00,0,0
653,1982-10-16,00:00:00.00,0,0
654,1982-10-17,00:00:00.00,0,0
655,1982-10-18,00:00:00.00,0,0
656,1982-10-19,00:00:00.00,0,0
657,1982-10-20,00:00:00.00,0,0
658,1982-10-21,00:00:00.00,0,0
659,1982-10-22,00:00:00.00,0,0
660,1982-10-23,00:00:00.00,0,0
661,1982-10-24,00:00:00.00,0,0
662,1982-10-25,00:00:00.00,0,0
